Gene ID,HMMER,Hotpep,DIAMOND,#ofTools,genome_name
JAKTIQ010000051.1_15,GH38(3-254),GH38(10),GH38,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000053.1_16,GT2_Glycos_transf_2(7-166),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000053.1_2,GT4(227-369),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000053.1_20,GT2_Glycos_transf_2(8-129),GT2(143),-,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000053.1_3,GT2_Glycos_transf_2(6-164),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000054.1_6,GH1(5-485),GH1(45),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000054.1_8,GH1(6-467),GH1(66),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000059.1_18,GH73(295-410),-,GH73,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000062.1_3,GH112(6-720),GH112(1),GH112,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000063.1_6,CE9(5-375),CE9(43),CE9,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000066.1_4,CE4(44-150),CE4(84),CE4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000066.1_9,GH13_29(25-368),GH13(3),GH13_29,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000068.1_4,GH25(5-185),-,GH25,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000090.1_1,GT2_Glycos_transf_2(4-123),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000090.1_2,GT2_Glycos_transf_2(9-169),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000090.1_3,GT4(212-358),GT4(191),GT4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000006.1_68,-,GH0(66),-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000007.1_119,-,GH23(34),GH23,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000029.1_42,-,GH23(34),GH23,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_58,-,GH23(192)+CBM50(120),-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000034.1_27,-,GH38(8),-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000003.1_121,-,CBM5(68),-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000007.1_93,-,CBM50(86),-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000100.1_4,-,-,GH23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_66,-,-,GH25,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_70,-,-,GT2,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000012.1_5,-,-,GH38,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000012.1_57,-,-,GH23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000125.1_1,-,-,GH23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000126.1_1,-,-,GH23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_15,-,-,GH23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_18,-,-,GH4,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_30,-,-,GH84,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_89,-,-,GT58,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000014.1_23,-,-,GH73,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000014.1_59,-,-,GT30,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000015.1_58,-,-,GH13,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000015.1_64,-,-,CBM32,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000015.1_65,-,-,GH28,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000016.1_72,-,-,GH13,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000016.1_75,-,-,GH28,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000018.1_39,-,-,GT4,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000018.1_79,-,-,GT2,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000019.1_22,-,-,GH13,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000001.1_5,-,-,GT2,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000001.1_42,-,-,GH13_23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000001.1_44,-,-,GH13_31,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000020.1_29,-,-,GH13_30,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000020.1_58,-,-,GT2,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000023.1_70,-,-,GH13_31,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000025.1_25,-,-,GH23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000026.1_11,-,-,CBM50,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000028.1_36,-,-,GH152,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000002.1_34,-,-,GH130,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000002.1_121,-,-,CBM50+GH25,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000030.1_40,-,-,CBM48+GH13_9,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000038.1_11,-,-,GT2,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000039.1_2,-,-,GH3,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000003.1_101,-,-,GH1,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000004.1_14,-,-,GH5_11,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000050.1_1,-,-,GT1,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000055.1_12,-,-,GT2,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000057.1_4,-,-,GH1,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_154,-,-,GT4,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000065.1_4,-,-,CBM50,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000066.1_8,-,-,GH13_29,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000068.1_1,-,-,GH0,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000068.1_7,-,-,GH0,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000006.1_99,-,-,GH23,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000007.1_44,-,-,CBM50,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000008.1_3,-,-,GT4,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000008.1_8,-,-,GT83,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000008.1_82,-,-,GH1,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000008.1_96,-,-,GT47,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000009.1_100,-,-,GH13_11,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIR010000001.1_133,GH1(7-467),GH1(66),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000001.1_74,GH1(2-466),GH1(1),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_118,CE4(241-356),CE4(67),CE4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_119,CE4(240-369),CE4(67),CE4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_130,CE9(7-369),CE9(63),CE9,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_133,GH4(4-181),GH4(14),GH4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_17,GH1(3-458),GH1(20),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_26,GH32(9-308),GH32(38)+CBM38(7),GH32,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_80,GH112(6-720),GH112(1),GH112,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000003.1_106,GH38(5-277),-,GH38,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000003.1_18,GH1(4-470),GH1(1),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000004.1_39,GH1(5-486),GH1(1),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000005.1_83,GH32(1-300)+CBM66(563-725),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000005.1_84,CBM66(238-392),-,CBM66+GH32,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000005.1_87,GH170(3-359),-,GH170,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000007.1_40,CE6(54-145),CE6(2),CE0,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000007.1_97,GH4(7-187),GH4(1),GH4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000008.1_24,CE1(14-249),-,-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000008.1_45,GH109(2-166),-,-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000008.1_6,GT51(45-213),GT51(58),GT51,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000009.1_74,CE4(91-224),-,-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000011.1_28,GH1(1-372),-,GH1,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000011.1_65,GH73(287-401),GH73(56),GH73,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000012.1_34,GH1(6-237),GH1(48),-,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000012.1_44,GH1(10-478),GH1(11),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000012.1_85,GT14(3-255),-,GT0,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000016.1_42,GH73(215-363),-,GH73,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000016.1_44,GH18(50-290),-,GH18,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000019.1_36,GH1(11-480),GH1(27),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000019.1_55,GH1(3-459),GH1(19),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000020.1_25,GH1(3-466),GH1(19),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000023.1_24,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000023.1_3,GT51(50-221),GT51(13),GT51,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000023.1_49,GH4(6-183),GH4(2),GH4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000024.1_14,CE4(235-362),-,CE4,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000024.1_21,GT4(164-312),GT4(42),GT4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000024.1_23,GT4(207-354),GT4(55),GT4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000024.1_42,GH25(6-181),GH25(88),GH25,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000024.1_70,CE4(241-375),-,-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000025.1_46,GT5(3-475),GT5(26),GT5,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000026.1_2,CE9(6-365),-,CE9,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000028.1_69,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000029.1_44,GH1(5-480),GH1(11),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000029.1_45,GH1(7-473),GH1(11),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000030.1_44,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000031.1_45,GH112(6-717),GH112(1),GH112,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000032.1_8,GH13_20(34-324),GH13(61),GH13,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000033.1_21,GT28(189-344),GT28(25),GT28,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000037.1_16,GH1(7-477),GH1(11),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000037.1_37,GH13_29(25-368),GH13(3),GH13_29,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000037.1_43,CE4(44-150),CE4(84),CE4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000039.1_19,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000039.1_26,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000039.1_27,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000039.1_33,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000039.1_35,GT35(96-799),GT35(1),GT35,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000040.1_30,GH1(1-476),GH1(57),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000040.1_32,GH1(6-478),GH1(7),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000040.1_40,GH109(1-135),-,-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000041.1_17,GT35(81-751),GT35(1),GT35,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000041.1_18,GH77(9-469),GH77(5),GH77,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000051.1_14,CE9(4-375),CE9(43),CE9,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000052.1_11,GH25(113-303),GH25(33),GH25,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000055.1_15,GH109(1-149),-,-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000056.1_2,GH1(5-456),GH1(20),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000058.1_27,GH1(2-474),-,GH1,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000059.1_21,GH1(7-480),GH1(2),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000063.1_10,CE1(83-248),-,-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000063.1_13,CE4(243-358),CE4(93),CE4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000066.1_18,GT51(309-503),-,GT51,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000066.1_20,GT51(73-270),-,GT51,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000068.1_14,GH1(2-470),GH1(1),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000070.1_2,GH73(288-404),-,GH73,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000077.1_6,GH1(3-456),GH1(6),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000077.1_9,GH38(3-254),GH38(10),GH38,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000084.1_1,GH1(2-486),GH1(1),GH1,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000098.1_4,GT4(206-350),-,GT4,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000098.1_5,GT2_Glycos_transf_2(7-111),-,GT2,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000107.1_2,GT2_Glycos_transf_2(5-137),-,GT2,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000119.1_1,GT4(207-333),GT4(191),GT4,3,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000010.1_5,-,GH0(66),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000022.1_6,-,GH23(34),GH23,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000036.1_42,-,GH23(34),GH23,2,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000023.1_2,-,GH23(192),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_25,-,GH32(46),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000021.1_47,-,GH38(8),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000005.1_78,-,CBM5(48),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000005.1_111,-,CBM5(68),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000033.1_2,-,CBM5(68),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000001.1_44,-,CBM50(86),-,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000010.1_62,-,-,GH23,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000013.1_7,-,-,GH3,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000013.1_25,-,-,GH23,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000014.1_1,-,-,GT4,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000014.1_6,-,-,GT83,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000014.1_35,-,-,GT47,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000014.1_53,-,-,GH1,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000015.1_11,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000015.1_68,-,-,GH28,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000015.1_73,-,-,GH13,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000020.1_7,-,-,CBM50,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000020.1_61,-,-,GH1,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000021.1_67,-,-,GH5_11,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000022.1_39,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000022.1_46,-,-,CBM50,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000023.1_42,-,-,GH84,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000023.1_48,-,-,GH4,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000025.1_48,-,-,CBM48+GH13_9,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000026.1_30,-,-,GT58,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000026.1_53,-,-,GH13_11,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000028.1_19,-,-,GH13_31,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000029.1_22,-,-,CBM50,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_105,-,-,GH73,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_107,-,-,CBM50,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000002.1_148,-,-,GT30,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000033.1_38,-,-,CBM32,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000036.1_5,-,-,CE0,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000036.1_12,-,-,GH152,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000037.1_30,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000037.1_39,-,-,GH13_29,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000039.1_18,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000039.1_22,-,-,GH25,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000003.1_126,-,-,GH13_31,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000003.1_128,-,-,GH13_23,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000040.1_8,-,-,GH13,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000046.1_28,-,-,GH28,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000046.1_31,-,-,GH13,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000049.1_5,-,-,GH23,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000049.1_24,-,-,GH23,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000054.1_5,-,-,GH130,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000057.1_2,-,-,GT4,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000005.1_92,-,-,GH1,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000006.1_53,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000006.1_88,-,-,GH13_30,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000070.1_7,-,-,CBM50,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000075.1_9,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000075.1_10,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000075.1_14,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000076.1_6,-,-,GH23,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000007.1_76,-,-,GT1,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000085.1_5,-,-,GH38,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000098.1_2,-,-,GT2,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIR010000009.1_10,-,-,CBM50+GH25,1,GCA_024592475.1_ASM2459247v1_genomic
JAKTIS010000001.1_23,GH1(6-257),GH1(48),-,2,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_243,GH1(7-473),GH1(11),GH1,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_244,GH1(5-480),GH1(11),GH1,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_417,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_419,GT35(96-799),GT35(1),GT35,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_421,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_427,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_428,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_435,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_463,GH25(113-303),GH25(33),GH25,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000001.1_71,GT14(3-255),-,GT0,2,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000002.1_147,GT51(353-547),-,GT51,2,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000002.1_149,GT51(73-270),-,GT51,2,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000002.1_51,GH1(5-486),GH1(1),GH1,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000003.1_219,CE6(54-145),CE6(2),CE0,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000003.1_276,GH4(7-187),GH4(1),GH4,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000003.1_290,GH73(288-404),-,GH73,2,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_103,CE9(6-365),-,CE9,2,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_106,GT51(50-221),GT51(13),GT51,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_127,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_151,GH4(6-183),GH4(2),GH4,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_201,GH170(3-354),-,GH170,2,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_223,GH1(1-476),GH1(57),GH1,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_225,GH1(6-478),GH1(7),GH1,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_233,GH109(1-135),-,-,1,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000004.1_284,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_119,CE4(241-356),CE4(67),CE4,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_120,CE4(240-369),CE4(67),CE4,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_131,CE9(7-369),CE9(63),CE9,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_134,GH4(4-181),GH4(14),GH4,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_18,GH1(3-458),GH1(20),GH1,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_231,GH13_20(34-324),GH13(61),GH13,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_27,GH32(9-308),GH32(38)+CBM38(7),GH32,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000005.1_81,GH112(6-720),GH112(1),GH112,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000006.1_190,GH109(2-166),-,-,1,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000006.1_21,GT28(189-344),GT28(25),GT28,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000006.1_211,CE1(14-249),-,-,1,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000006.1_230,GT51(45-213),GT51(58),GT51,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000006.1_68,GH1(2-483),GH1(1),GH1,3,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000007.1_152,CE4(91-224),-,-,1,GCA_024592455.1_ASM2459245v1_genomic
JAKTIS010000007.1_4,CE9(4-375),CE9(43),CE9,3,GCA_024592455.1_ASM2459245v1_genomic
